Student_ID,First_Name,Last_Name,Attendance ,Assignments_Avg,Participation_Score
S2778,Liam,Brown,73.6,96.58,2.52
S2779,Liam,Williams,85.84,61.41,8.9
S2780,Emma,Smith,93.82,71,6.11
S2781,Liam,Davis,63.61,97.97,9.58
S2782,Liam,Williams,67.1,65.94,3.4
S2783,Emma,Davis,96.54,,4.02
S2784,John,Brown,78.93,65.84,7.2
S2785,Liam,Johnson,58.95,55.53,5.78
S2786,Maria,Davis,,81.38,5.28
S2787,Maria,Jones,99.54,95.8,5.76
S2788,Ahmed,Williams,91.17,72.63,5.84
S2789,Emma,Brown,87.29,81.31,7.66
S2790,Ahmed,Brown,60.4,,6.68
S2791,Emma,Davis,,70.75,9.57
S2792,Omar,Johnson,76.29,80.74,9.48
S2793,Omar,Smith,94.46,,4.22
S2794,Liam,Williams,66.49,68.9,0.36
S2795,Sara,Brown,53.1,72.12,0.11
S2796,Omar,Johnson,73.8,93.2,1.23
S2797,Sara,Jones,63.49,67.42,0.75
S2798,Omar,Brown,85.76,81.76,3.73
S2799,Ali,Johnson,97.86,,0.53
S2800,Omar,Smith,84.55,62.63,6.25
S2801,Ahmed,Smith,94.35,82.42,1.9
S2802,John,Brown,72.65,88.12,5.14
S2803,Liam,Brown,88.58,73.11,1.03
S2804,Ahmed,Davis,92.15,66.75,8.28
S2805,John,Williams,85.54,95.51,7.8
S2806,Maria,Johnson,75.39,56.79,3.86
S2807,Ahmed,Brown,81.29,86.04,9.11
S2808,Maria,Williams,85.03,84.51,1.86
S2809,Sara,Davis,,84.51,8.14
S2810,Sara,Williams,90.48,,5.46
S2811,Ali,Brown,97.52,86.41,3.3
S2812,Omar,Smith,73.26,65.08,0.84
S2813,Ahmed,Johnson,85.05,67.67,1.71
S2814,Maria,Johnson,86.85,69.56,8.63
S2815,John,Smith,83.11,51.54,6.07
S2816,Sara,Brown,77.36,,2.37
S2817,Omar,Johnson,94.08,53.68,4.96
S2818,Sara,Brown,72.45,84.99,1.08
S2819,John,Davis,53.06,,0.99
S2820,Omar,Brown,,92.19,9.08
S2821,Omar,Williams,83.7,77.67,4.58
S2822,Maria,Smith,92.46,86.26,3.62
S2823,Maria,Brown,56.93,65.14,9.49
S2824,Ahmed,Davis,51.54,87.28,3.99
S2825,Ahmed,Jones,96.72,67.17,3.36
S2826,Emma,Smith,57.39,95.14,2.73
S2827,Liam,Johnson,90.48,58.17,5.65
S2828,Emma,Williams,,65.79,5.58
S2829,Ali,Johnson,85.44,74.94,0.16
S2830,Sara,Davis,56.56,88.79,6.54
S2831,Ahmed,Davis,83.37,87.44,7.88
S2832,Maria,Johnson,94.45,60.54,6.16
S2833,John,Smith,71.28,57.21,8.7
S2834,Maria,Johnson,70.68,65.2,2.76
S2835,Sara,Brown,,74.19,1.92
S2836,Emma,Johnson,54.11,76.95,6.97
S2837,Maria,Williams,94.6,71.46,1.89
S2838,Liam,Williams,93.46,83.15,0.91
S2839,Ali,Jones,99.9,71.38,0.97
S2840,Sara,Williams,79.26,97.32,7.68
S2841,Emma,Johnson,87.56,63.05,0.29
S2842,Liam,Williams,60.13,81.37,2.89
S2843,John,Smith,83.38,80.57,1.29
S2844,Emma,Williams,82.49,64.08,7.55
S2845,Omar,Brown,95.06,70.58,5.03
S2846,Liam,Smith,91.54,68.27,2.05
S2847,Liam,Jones,96.92,58.62,7.5
S2848,Ali,Brown,93.44,,7.5
S2849,Sara,Johnson,93.43,69.33,5.23
S2850,John,Johnson,53.19,58.92,2.76
S2851,Ali,Johnson,92.3,72.49,5.86
S2852,Emma,Brown,80.37,71.09,9.34
S2853,Ali,Brown,,56.57,0.52
S2854,Liam,Brown,52.83,56.56,2.67
S2855,Sara,Smith,83.88,82.38,2.85
S2856,Ahmed,Davis,66.41,85.33,6.32
S2857,Ali,Smith,73.39,97.06,6.51
S2858,Omar,Johnson,84.09,54.35,2.06
S2859,Ali,Davis,95.59,55.89,2.16
S2860,Emma,Williams,91.27,52.59,9.28
S2861,Emma,Johnson,72.53,76.61,7.56
S2862,John,Jones,69.39,81.14,9.34
S2863,Emma,Smith,61.99,,8.3
S2864,Maria,Brown,68.62,89.9,4.02
S2865,Sara,Smith,,84.33,1.22
S2866,Sara,Brown,98.56,99.29,6.3
S2867,Ahmed,Davis,78.7,,3.52
S2868,Ahmed,Jones,56.39,52.92,4.25
S2869,Sara,Davis,67.64,63.74,4.26
S2870,Omar,Jones,77.35,50.95,9.37
S2871,Ahmed,Smith,76.64,96.63,0.69
S2872,John,Brown,51.78,65.2,1.93
S2873,Emma,Davis,97.54,77.62,6.08
S2874,Sara,Jones,63.77,,8.84
S2875,Liam,Johnson,50.81,62.29,9.18
S2876,Ahmed,Johnson,53.82,57.62,5.59
S2877,Sara,Davis,79.01,66.02,0.35
S2878,Maria,Brown,56.89,80.77,3.63
S2879,Ali,Davis,52.09,98.58,9.19
S2880,Emma,Smith,68.98,,5
S2881,Sara,Jones,81.14,76.64,7.27
S2882,Ali,Smith,,51.76,2.69
S2883,Ahmed,Johnson,65.67,92,0.25
S2884,Ali,Jones,70.89,52.24,5.78
S2885,Emma,Davis,57.97,95.31,8.35
S2886,Sara,Smith,75.3,76.93,9.9
S2887,Maria,Williams,54.26,58.42,8.47
S2888,Omar,Brown,52.33,72.59,5.54
S2889,Ahmed,Brown,75.99,99.75,6.09
S2890,Sara,Williams,62.39,65.25,8.24
S2891,Emma,Johnson,54.77,63.47,0.2
S2892,Ahmed,Jones,71.2,55.9,9.52
S2893,John,Brown,95.76,79.86,5.31
S2894,Ali,Williams,86.21,54.46,9.52
S2895,Omar,Davis,90.78,88.3,7.65
S2896,Emma,Williams,93.6,95.96,1.52
S2897,John,Johnson,98.63,,1.65
S2898,Liam,Johnson,88.16,55.4,3.54
S2899,Sara,Smith,80.42,77.91,2.64
S2900,Maria,Brown,68.27,,4.39
S2901,Ahmed,Smith,59.08,78.6,6.04
S2902,Ali,Williams,,90.75,4.37
S2903,Ahmed,Jones,99.75,76.89,0.56
S2904,Omar,Jones,73.37,,9.76
S2905,Sara,Johnson,86.18,90.08,4.25
S2906,Ahmed,Jones,74.75,63.83,8.51
S2907,Ali,Jones,71.6,,0.74
S2908,Sara,Jones,70.52,50.37,8.1
S2909,Ahmed,Williams,,69.8,1.73
S2910,Maria,Jones,,61.9,6.79
S2911,Emma,Davis,87.44,96.86,6.62
S2912,Sara,Jones,93.71,70.27,9.1
S2913,Emma,Jones,,82.7,3.21
S2914,Liam,Smith,61.38,86.6,1.09
S2915,Sara,Williams,,88.66,8.65
S2916,Maria,Johnson,67.08,86.79,3.32
S2917,Emma,Smith,65.47,64.46,2.33
S2918,John,Brown,86.34,84.3,4.86
S2919,Ali,Williams,65.23,77.45,1.46
S2920,John,Davis,52.65,79.87,2.97
S2921,Ahmed,Williams,68.68,50.04,3.85
S2922,Maria,Brown,86.07,,2.77
S2923,John,Brown,,96.53,4.5
S2924,Sara,Brown,81.48,64.5,3.85
S2925,Ahmed,Johnson,83.01,71.9,7.75
S2926,Ahmed,Jones,86.69,59.33,9.18
S2927,John,Williams,94.86,56.93,1.01
S2928,Liam,Jones,71.63,,8.23
S2929,John,Jones,58.32,77.68,9.32
S2930,Liam,Davis,65.95,95.95,6.87
S2931,Maria,Brown,71.61,66.31,9.96
S2932,Ali,Johnson,85.69,66.17,3.35
S2933,John,Davis,50.66,78.21,8.3
S2934,Omar,Smith,65.79,67.84,6.74
S2935,Liam,Johnson,88.99,,3.23
S2936,John,Jones,83.54,68.89,7.05
S2937,Emma,Johnson,86.59,74.52,5.1
S2938,Sara,Brown,90.59,76.67,1.89
S2939,Omar,Smith,89.16,89.1,1.74
S2940,Omar,Brown,84.11,78.2,7.13
S2941,Liam,Smith,71.98,61.96,7.12
S2942,Emma,Davis,,56.2,5.31
S2943,Emma,Jones,78.45,,5.01
S2944,Ahmed,Smith,60.14,90.08,1.8
S2945,Liam,Smith,64.64,,4.29
S2946,Ali,Smith,,91.08,8.71
S2947,Sara,Johnson,96.24,79.53,8.55
S2948,Maria,Davis,58.94,75.94,6.61
S2949,Omar,Johnson,54.12,50.61,9.97
S2950,Maria,Jones,94.08,89.04,8.93
S2951,John,Smith,95.76,59.9,1.45
S2952,John,Davis,63.82,,3.99
S2953,Maria,Davis,68.86,50.79,1.32
S2954,John,Williams,83.01,89.82,4.66
S2955,Ali,Jones,66.5,51.15,7.76
S2956,Emma,Davis,93.86,,1.56
S2957,John,Smith,55.38,63.41,8.8
S2958,Ahmed,Smith,51.9,57.88,5.69
S2959,John,Davis,60.42,74.05,7.49
S2960,Sara,Johnson,64.3,64.18,0.45
S2961,Ali,Jones,55.65,99.66,0.94
S2962,Sara,Smith,53.28,79,6.21
S2963,Sara,Davis,87.78,78.32,8.38
S2964,Ahmed,Smith,58.21,61.04,8.74
S2965,Ali,Davis,95.7,70.43,6.88
S2966,Ali,Jones,,56.2,2.01
S2967,Liam,Davis,83.53,88.13,1.95
S2968,Ali,Williams,61.27,66.56,8.81
S2969,Ali,Davis,62.02,87.6,1.13
S2970,Ali,Davis,78.74,68.58,6.86
S2971,Ahmed,Jones,78.03,99.44,5.34
S2972,John,Davis,88.44,58.56,4.21
S2973,Liam,Jones,87.89,50.08,4.4
S2974,Sara,Williams,83.53,79.74,9.45
S2975,Ali,Jones,72.46,97.65,8.61
S2976,Omar,Smith,94.53,82.35,8.65
S2977,John,Jones,81.13,54.29,4.07
S2978,John,Williams,99.51,77.02,1.07
S2979,Sara,Brown,90.97,95.47,9.98
S2980,Ahmed,Davis,52.22,50.33,1.45
S2981,Maria,Jones,66.03,58.35,5.16
S2982,Maria,Davis,78.59,,2.65
S2983,John,Johnson,86.07,94.7,5.11
S2984,Emma,Smith,77.52,85.36,3.05
S2985,Emma,Smith,89.31,,8.97
S2986,Sara,Johnson,,54.51,9.68
S2987,Maria,Johnson,59.2,,4.1
S2988,John,Jones,,84.25,0.7
S2989,Ahmed,Johnson,78.67,85.13,6.63
S2990,Maria,Brown,84.43,89.67,3.77
S2991,John,Davis,66.31,95.88,9.86
S2992,John,Davis,80.68,68.08,0.89
S2993,Ali,Williams,52.61,52.15,1.19
S2994,Ahmed,Johnson,54.96,68.12,6.99
S2995,Ali,Johnson,85.09,83.58,7.59
S2996,Sara,Brown,68.4,60.67,4.71
S2997,Ali,Smith,83.57,90.5,2.77
S2998,Omar,Smith,91.59,60.99,3.1
S2999,Ali,Davis,92.63,50.5,3.38
S3000,Omar,Davis,58.61,75.4,2.25
S3001,Maria,Jones,74.31,86.32,8.51
S3002,Emma,Brown,86.7,67.48,0.65
S3003,Liam,Williams,88.7,87.44,4.07
S3004,Liam,Williams,89.23,71.92,7.48
S3005,John,Brown,61.41,58.59,0.04
S3006,Liam,Williams,59.63,54.53,8.78
S3007,Omar,Smith,79.5,85.53,7.06
S3008,Ahmed,Williams,87.05,69.29,0.73
S3009,Ali,Williams,65.96,95.64,8.95
S3010,Omar,Brown,,77.01,4.87
S3011,Ahmed,Brown,85.84,67.42,6.52
S3012,Emma,Williams,64.98,67.45,8.82
S3013,Liam,Johnson,58.32,56.57,8.81
S3014,Emma,Brown,57.39,79.69,4.09
S3015,Liam,Jones,65.75,79.11,2.38
S3016,Ali,Jones,79.63,90,2.57
S3017,Sara,Smith,67.92,60.06,7.66
S3018,Ali,Williams,51.03,64.54,9.29
S3019,Maria,Johnson,54.85,54.86,0.72
S3020,Omar,Smith,64.53,64.77,0.15
S3021,John,Williams,82.99,71.41,8.23
S3022,Sara,Brown,54.93,98.2,3.87
S3023,Ali,Jones,78.03,82.65,2.76
S3024,Ahmed,Davis,55.99,89.14,1.88
S3025,Sara,Johnson,60.58,66.28,3.46
S3026,Omar,Davis,58.61,57.23,9.71
S3027,Liam,Jones,53.36,62.84,9.77
S3028,Sara,Davis,83.57,62.82,3.32
S3029,Liam,Brown,,79.16,9.64
S3030,Omar,Williams,91.55,,3
S3031,Ali,Brown,54.94,92.87,8.54
S3032,Omar,Davis,57.24,99.43,2.12
S3033,Sara,Brown,65.32,67.16,8.26
S3034,Ahmed,Jones,88.29,85.25,3.54
S3035,Emma,Johnson,65.29,82.87,1.96
S3036,Sara,Brown,70.42,59.72,9.35
S3037,Omar,Jones,65.08,95.9,2.14
S3038,Emma,Johnson,54.01,,9.92
S3039,Omar,Williams,,86.85,1.09
S3040,Ahmed,Davis,77.43,67.38,0.1
S3041,Omar,Williams,89.39,68.35,8.71
S3042,Ali,Smith,82.92,72.77,5.87
S3043,John,Jones,,93.23,4.22
S3044,Liam,Johnson,54.48,57.01,0.82
S3045,Liam,Brown,82.14,52.73,5.75
S3046,Sara,Williams,57.77,,3.94
S3047,John,Johnson,70.72,52.78,4.84
S3048,Omar,Jones,81.46,84.38,6.3
S3049,Ahmed,Smith,89.11,88.02,6.4
S3050,Sara,Williams,84.25,92.74,9.61
S3051,Omar,Davis,,87.19,6.55
S3052,Emma,Johnson,57.45,95.82,3.39
S3053,Maria,Davis,67.31,87.42,3.3
S3054,Omar,Johnson,,96.8,4.77
S3055,John,Johnson,85.97,59.66,2.59
S3056,Sara,Jones,,74.99,3.76
S3057,John,Jones,63.21,99.7,8.42
S3058,Sara,Jones,54.38,84.08,8.6
S3059,Omar,Brown,73.78,93.93,6.28
S3060,Ali,Johnson,92.83,51.52,5.83
S3061,Emma,Williams,77.6,93.59,4.27
S3062,Omar,Davis,52.34,84.89,6.36
S3063,Liam,Jones,98.71,58.54,8.06
S3064,John,Jones,91.43,51.28,7.38
S3065,Maria,Davis,56.58,63,0.35
S3066,Maria,Davis,96.09,95.79,7.31
S3067,Ahmed,Johnson,72.53,83.41,7.2
S3068,Sara,Jones,68.59,95.97,0.99
S3069,John,Davis,73.05,72.31,1.5
S3070,Ahmed,Brown,91.73,96.83,7.88
S3071,John,Brown,,73.15,5.59
S3072,Liam,Jones,52.96,60.21,8.22
S3073,Sara,Davis,97.88,57.57,1.85
S3074,Omar,Johnson,,99.69,0.31
S3075,Omar,Johnson,87.28,66.69,1.62
S3076,Maria,Johnson,81.81,58,4.53
S3077,Omar,Smith,59.38,50.42,5.23
S3078,Omar,Jones,58.54,64.28,8.58
S3079,Liam,Johnson,93.52,94.46,7.16
S3080,Ali,Brown,70.98,,9.9
S3081,Maria,Davis,82.73,81.62,0.79
S3082,Ahmed,Williams,75.2,,1.3
S3083,Emma,Williams,86.37,75.64,0.84
S3084,Ali,Johnson,,,5.38
S3085,Ahmed,Williams,64.37,66.19,2.67
S3086,Sara,Williams,68.17,,6.84
S3087,Ali,Smith,92.95,53.94,1.33
S3088,Liam,Brown,73.4,86.24,1.03
S3089,Ahmed,Brown,60.67,83.03,4.6
S3090,Sara,Smith,96.73,59.58,3.76
S3091,Maria,Smith,89.83,69.44,8.29
S3092,Emma,Williams,52.78,65.64,8.38
S3093,Sara,Jones,99.95,54.72,1.17
S3094,Omar,Davis,84.75,79.24,8.12
S3095,John,Davis,58.01,99.68,5.64
S3096,Sara,Williams,61.86,,5.04
S3097,Sara,Davis,84.62,77.26,0.95
S3098,Emma,Smith,88.99,52.02,7.4
S3099,John,Brown,61.95,56.96,0.6
S3100,Omar,Davis,62.85,75.66,2.78
S3101,Ahmed,Williams,65.36,99.26,0.95
S3102,Ahmed,Jones,,93.83,5.31
S3103,Sara,Williams,58.59,67.01,6.45
S3104,Liam,Johnson,55.21,77.15,8.91
S3105,Liam,Williams,83.94,,7.34
S3106,John,Smith,88.95,84.27,9.61
S3107,John,Brown,,84.39,7.61
S3108,Omar,Brown,68.19,89.49,2.98
S3109,Emma,Davis,71.6,51.25,5.48
S3110,Maria,Smith,69.42,97.18,4.58
S3111,Ahmed,Johnson,98,53.5,5.66
S3112,Emma,Smith,88.4,73.81,5.72
S3113,Ali,Williams,60.4,95.98,7.02
S3114,Ahmed,Smith,69.21,74.38,0.83
S3115,Emma,Smith,77.2,53.18,7.47
S3116,Ahmed,Johnson,80.65,61.46,1.44
S3117,Maria,Williams,73.41,78.93,0.26
S3118,Ali,Jones,90.51,54.39,5.19
S3119,Liam,Jones,88.38,71.18,5.81
S3120,Liam,Brown,,66.45,0.35
S3121,Maria,Davis,92.72,90.76,5.15
S3122,Omar,Smith,87.55,55.51,5.35
S3123,Ali,Brown,,84.14,0.52
S3124,Sara,Johnson,97.82,70.33,7.12
S3125,Emma,Jones,63.32,79.39,2.1
S3126,Ali,Smith,,60.28,7.94
S3127,Omar,Johnson,,80.49,3.11
S3128,Omar,Davis,88.61,83.7,4.78
S3129,Maria,Johnson,96.33,53.51,8.92
S3130,Ahmed,Smith,53.16,91.22,8.06
S3131,Ali,Davis,,93.06,7.82
S3132,Emma,Johnson,57.23,53.18,1.6
S3133,Ali,Davis,75.19,80.16,0.48
S3134,John,Smith,,79.7,6.06
S3135,Ahmed,Smith,56.4,50.62,4.11
S3136,Emma,Davis,50.61,67.12,9.09
S3137,Liam,Williams,81.51,98.45,3.5
S3138,Emma,Brown,67.95,77.77,4.11
S3139,Sara,Johnson,55.26,96.66,5.26
S3140,Maria,Johnson,66.14,83.78,7.96
S3141,Sara,Williams,58.45,51.42,2.68
S3142,Emma,Williams,97.08,53.89,9.42
S3143,Ahmed,Williams,,86.11,5.4
S3144,Ali,Jones,66.7,77.73,8.41
S3145,Liam,Jones,91.99,56.36,5.26
S3146,Ali,Davis,,80.7,7.72
S3147,Ahmed,Jones,85.51,,0.51
S3148,Emma,Smith,,87.65,7.99
S3149,Omar,Davis,,62.31,5.24
S3150,Ali,Johnson,60.35,62.91,4.49
S3151,Omar,Brown,99.45,98.39,1.12
S3152,Ali,Smith,91.55,94.37,7.42
S3153,Ali,Johnson,79.45,65.92,1.31
S3154,Liam,Johnson,83.12,91.2,1.92
S3155,Maria,Davis,82.44,58.09,1.26
S3156,Maria,Williams,52.92,,0.07
S3157,John,Williams,60.9,59.06,6.62
S3158,Sara,Smith,98.07,54.39,2.71
S3159,Ahmed,Williams,76.72,92.73,1.49
S3160,Ahmed,Johnson,,78.94,3.2
S3161,Ahmed,Williams,88.1,62.95,4.99
S3162,John,Jones,76.23,92.43,5.03
S3163,Maria,Williams,50.66,90.13,3.67
S3164,Emma,Johnson,86.81,55.05,4.95
S3165,Omar,Davis,86.61,,4.27
S3166,Liam,Smith,58.26,86.09,8.23
S3167,Omar,Brown,97.83,85.79,0.3
S3168,Emma,Williams,61.2,86.16,8.68
S3169,Liam,Johnson,72.89,58.47,2.44
S3170,John,Brown,,,7.22
S3171,Emma,Brown,80.16,92.21,4.05
S3172,Ahmed,Jones,68.77,94.92,2.94
S3173,Sara,Brown,,63.96,6.15
S3174,Ali,Davis,91.35,51.15,7.69
S3175,Omar,Johnson,50.48,92.99,4.5
S3176,Maria,Johnson,89.9,68.85,4.67
S3177,Maria,Williams,78.57,,0.59
S3178,John,Williams,99.3,67.35,9.24
S3179,Liam,Williams,79.47,70.78,8.47
S3180,Maria,Davis,,68.91,3.98
S3181,Ahmed,Brown,52.53,78.32,7.65
S3182,Omar,Brown,,53.95,3.13
S3183,Emma,Jones,,98.58,7.3
S3184,Ahmed,Davis,67.29,96.82,5.17
S3185,John,Williams,80.9,96.72,4.61
S3186,Ahmed,Smith,74.48,93.96,0.57
S3187,Emma,Jones,98.36,83.02,9.65
S3188,Sara,Smith,97.5,61.06,8.37
S3189,John,Brown,99.19,52.47,7.93
S3190,Sara,Jones,93.32,54.97,3.05
S3191,Ali,Jones,95.48,66.2,2.9
S3192,Sara,Johnson,60.86,75.19,5.73
S3193,Ali,Brown,91.55,99.66,8.46
S3194,Ali,Brown,85.44,71.77,9.35
S3195,Sara,Davis,98.14,76.23,2.69
S3196,John,Jones,78.56,84.76,6.07
S3197,Liam,Brown,54.26,59.04,7.24
S3198,Emma,Jones,79.87,96.64,2.26
S3199,Ahmed,Davis,84.33,76.45,4.07
S3200,Ahmed,Davis,61.02,63.81,1.87
S3201,Emma,Johnson,69.71,96.76,6.99
S3202,Omar,Jones,,81.27,8.64
S3203,Omar,Brown,68.71,74.18,8.78
S3204,Ali,Brown,68.75,79.01,6.7
S3205,Ali,Jones,56.65,87.42,3.47
S3206,John,Jones,97.04,57.73,6.61
S3207,Maria,Jones,87.52,93.24,8.64
S3208,Sara,Williams,50.06,,6.26
S3209,Ali,Brown,88.28,78.35,4.13
S3210,Ahmed,Davis,86.99,84.11,9.2
S3211,John,Brown,50.49,,8.35
S3212,Sara,Williams,68.48,68.74,8.82
S3213,John,Jones,80.34,,9.03
S3214,Sara,Johnson,72.64,84.03,3.94
S3215,Sara,Jones,88.9,71.2,8.6
S3216,Emma,Jones,,83.87,5.7
S3217,Ali,Williams,57.69,76.08,0.38
S3218,Liam,Brown,98.82,55.58,6.36
S3219,John,Jones,,89.79,4.71
S3220,Liam,Brown,85.88,78.22,2.75
S3221,John,Smith,57.16,89.79,9.7
S3222,Emma,Davis,66.45,57.75,0.55
S3223,Ahmed,Brown,72.1,76.92,9.46
S3224,Liam,Johnson,59.61,88.33,1.59
S3225,Ahmed,Davis,72.5,99.42,3.77
S3226,Omar,Johnson,57.86,,4.17
S3227,Ali,Jones,77.95,93.22,7.31
S3228,Ali,Davis,83.19,62.37,2.16
S3229,Maria,Brown,53.12,91.9,9.86
S3230,Emma,Davis,93.56,58.46,7.49
S3231,Ahmed,Jones,59.26,59.91,7.9
S3232,Sara,Williams,61.27,55.51,1.06
S3233,John,Johnson,83.07,92.88,4.76
S3234,Ali,Jones,73.44,55.41,9.46
S3235,Liam,Williams,74.97,56.91,2.7
S3236,John,Davis,56.41,62.29,1.45
S3237,John,Davis,90.29,,4.85
S3238,Maria,Jones,80.85,94.01,9.3
S3239,Ahmed,Brown,,70.91,4.87
S3240,Ali,Davis,68.7,77.31,4.05
S3241,John,Brown,90.52,,6.5
S3242,Ali,Brown,78.42,63.3,9.37
S3243,Sara,Brown,55.43,56.7,0.49
S3244,Maria,Smith,68.64,70.5,1.53
S3245,Sara,Williams,62.13,79.52,1.33
S3246,Ali,Williams,75.87,64.2,0.85
S3247,Omar,Davis,92.17,92.3,3.02
S3248,Liam,Davis,71.81,99.06,2.29
S3249,Ali,Brown,71.67,56.01,5.49
S3250,Ahmed,Smith,95.27,,3.27
S3251,John,Brown,78.81,89.49,4.05
S3252,John,Smith,78.31,59.53,9.42
S3253,Sara,Brown,,67.66,1.56
S3254,Liam,Johnson,80.39,69.71,3.88
S3255,Maria,Johnson,78.8,95.83,2.57
S3256,Omar,Jones,69.84,82.94,5.49
S3257,Emma,Brown,99.53,52.03,7.36
S3258,Liam,Davis,94.09,50.74,8.17
S3259,John,Williams,87.48,59.98,5.15
S3260,Ahmed,Jones,76.87,65.91,8.55
S3261,Liam,Davis,,74.23,7.85
S3262,Sara,Johnson,59.24,91.89,1.57
S3263,Sara,Brown,65.29,,2.45
S3264,Emma,Jones,88.7,68.83,6.72
S3265,Ahmed,Brown,,66.47,9.75
S3266,Maria,Johnson,94.11,50.45,3.76
S3267,Liam,Jones,57.4,97.76,2.3
S3268,Ahmed,Johnson,75.42,56.95,8.69
S3269,Maria,Smith,82.35,64.38,2
S3270,Ahmed,Johnson,,56.47,6.97
S3271,Ahmed,Brown,94.46,,0.34
S3272,Ali,Williams,99.48,96.61,0.19
S3273,Sara,Johnson,55.79,55.04,4.52
S3274,Liam,Davis,56.5,72.04,6.57
S3275,Ahmed,Williams,56.52,51.12,1.42
S3276,Liam,Smith,84.06,88.54,7.64
S3277,Emma,Jones,68.63,82.06,1.29
S3278,Ahmed,Jones,,84.98,5.34
S3279,John,Williams,70.27,73.62,3.08
S3280,Sara,Jones,81.38,95.38,7.52
S3281,John,Johnson,88.49,,8.04
S3282,Liam,Williams,77.41,75.7,0.66
S3283,Liam,Brown,76.98,,1.93
S3284,Sara,Johnson,54.41,76.03,8.93
S3285,Liam,Johnson,70.54,59.47,4.16
S3286,John,Johnson,77.29,65.85,4.77
S3287,Ahmed,Brown,73.1,54.61,1.68
S3288,Ahmed,Smith,95.04,71.63,9.95
S3289,Ali,Davis,,80.47,9.23
S3290,Emma,Jones,91.1,55.93,0.02
S3291,Liam,Williams,68.76,,5.51
S3292,John,Smith,85.86,94.64,8.72
S3293,Liam,Williams,69.76,66.89,4.31
S3294,Liam,Jones,61.63,61.1,4.37
S3295,Maria,Brown,,94.65,3.79
S3296,Ali,Johnson,53.55,84.6,0.29
S3297,John,Johnson,66.59,55.27,7.9
S3298,John,Brown,73.04,70.41,4.57
S3299,Liam,Smith,97.77,83.7,5.31
S3300,Ali,Smith,65.67,78.72,2.56
S3301,Ahmed,Williams,95.12,,7.84
S3302,John,Brown,,78.36,7.94
S3303,Ahmed,Smith,59.55,89.9,5.53
S3304,Ali,Brown,75.95,66.02,9.05
S3305,Ahmed,Jones,83.63,85.42,1.16
S3306,Sara,Johnson,52.22,99.55,7.87
S3307,Maria,Johnson,61.05,69.5,5.59
S3308,Omar,Johnson,72.78,89.55,2.31
S3309,John,Brown,66.55,62.31,1.32
S3310,Emma,Brown,85.63,64.09,3.01
S3311,Maria,Williams,75.56,96.74,8.56
S3312,Omar,Johnson,58.02,51.3,7.88
S3313,Ahmed,Williams,94.72,60.87,6.45
S3314,John,Johnson,64.65,74.15,0.9
S3315,Ahmed,Williams,86.56,70.09,9.55
S3316,Sara,Williams,89,81.46,3.05
S3317,Ali,Jones,98.16,59.64,6.07
S3318,John,Williams,74.93,53.53,8.03
S3319,Omar,Brown,80.79,68.47,1.33
S3320,Omar,Williams,66.74,76.22,6.52
S3321,Sara,Johnson,83.91,78.1,0.32
S3322,Sara,Williams,73.17,,1.02
S3323,Liam,Smith,71.88,77.43,7.23
S3324,John,Davis,92.77,62.29,1.55
S3325,Ahmed,Johnson,52.51,88.23,4.44
S3326,Emma,Smith,94.1,54.39,2.48
S3327,Omar,Johnson,92.6,59.92,4.21
S3328,Omar,Brown,75.32,86.97,0.77
S3329,Sara,Davis,74.51,63.99,7.55
S3330,Maria,Davis,68.09,74.67,0.79
S3331,Sara,Brown,,66.36,8.38
S3332,Emma,Davis,55.56,75.35,6.63
S3333,Ahmed,Brown,79.51,67.33,4.17
S3334,Ahmed,Smith,84.08,99.71,8.66
S3335,Maria,Jones,96.72,67.87,1.86
S3336,Omar,Johnson,89.01,81.35,2.65
S3337,Sara,Brown,82.19,94.42,1.37
S3338,Liam,Johnson,55.84,81.9,3.82
S3339,Ahmed,Smith,68.69,78.29,9.87
S3340,Emma,Jones,56.94,,1.61
S3341,John,Smith,94.06,74.82,8.31
S3342,Ali,Davis,87.48,90.38,6.52
S3343,Ali,Johnson,87.88,52.52,0.16
S3344,Ali,Jones,,94.26,9.45
S3345,Liam,Davis,75.35,79.31,9.71
S3346,Omar,Jones,57.5,92.44,9.25
S3347,Sara,Davis,66.48,50.52,5.02
S3348,Maria,Smith,,93.46,2.2
S3349,Liam,Brown,86.25,,3.91
S3350,Liam,Johnson,58.01,86.06,6.14
S3351,Ahmed,Williams,85.11,70.83,3.79
S3352,John,Williams,84.61,,7.08
S3353,Liam,Smith,72.97,81.41,7.96
S3354,Emma,Johnson,56.76,58.17,2.09
S3355,John,Johnson,65.74,75.73,4.05
S3356,Emma,Smith,66,63.86,9.58
S3357,Omar,Johnson,85.02,78.02,2.5
S3358,Sara,Brown,55.69,86.9,3.46
S3359,Ali,Smith,91.45,54.06,0.36
S3360,Liam,Brown,88.05,75.79,3.32
S3361,Sara,Johnson,59.32,80.88,3.71
S3362,Omar,Smith,85.96,,1
S3363,Maria,Johnson,83.43,,0.01
S3364,Maria,Smith,87.41,76.02,5.75
S3365,Omar,Johnson,59.45,59.13,3.02
S3366,Emma,Brown,57.88,,0.18
S3367,Ahmed,Brown,61.82,77.08,8.6
S3368,Ahmed,Johnson,68.29,68.76,5.84
S3369,Emma,Smith,89.68,59.63,1.71
